city,type,bed,bath,garage,sqft,pool,price,log_price,log_sqft,garage_num,garage_cat
Long Beach,Condo/Twh,1,1,0,617,NA,104990,11.561620386509,6.42486902390539,0,none
Long Beach,Condo/Twh,1,1,0,628,NA,119000,11.6868787720937,6.4425401664682,0,none
Long Beach,Condo/Twh,1,1,0,628,NA,285000,12.5602444592508,6.4425401664682,0,none
Long Beach,Condo/Twh,1,1,0,631,NA,215000,12.2783933071098,6.44730586254121,0,none
Long Beach,Condo/Twh,1,1,0,633,NA,175000,12.0725412529057,6.45047042214418,0,none
Long Beach,Condo/Twh,1,1,0,635,NA,243000,12.4008167223227,6.45362499889269,0,none
Long Beach,Condo/Twh,1,1,0,664,NA,109000,11.5991031612113,6.49828214947643,0,none
Long Beach,Condo/Twh,1,1,0,667,NA,199900,12.2055725204885,6.50279004591562,0,none
Long Beach,Condo/Twh,1,1,0,667,NA,350000,12.7656884334656,6.50279004591562,0,none
Long Beach,Condo/Twh,1,1,0,670,NA,155900,11.9569700550459,6.50727771238501,0,none
Long Beach,Condo/Twh,1,1,0,680,NA,239000,12.3842188309136,6.52209279817015,0,none
Long Beach,Condo/Twh,1,1,0,693,NA,220000,12.3013828253345,6.5410299991899,0,none
Long Beach,Condo/Twh,1,1,0,693,NA,229900,12.3453997107513,6.5410299991899,0,none
Long Beach,Condo/Twh,1,1,0,693,NA,245000,12.4090134895269,6.5410299991899,0,none
Long Beach,Condo/Twh,1,1,0,700,NA,125000,11.7360690162844,6.5510803350434,0,none
Long Beach,Condo/Twh,1,1,0,707,NA,185000,12.1281111040605,6.56103066589657,0,none
Long Beach,Condo/Twh,1,1,0,710,NA,195000,12.1807548375459,6.56526497003536,0,none
Long Beach,Condo/Twh,1,1,0,739,NA,179000,12.0951410848229,6.6052979209482,0,none
Long Beach,Condo/Twh,1,1,0,741,NA,165000,12.0137007528827,6.60800062529609,0,none
Long Beach,Condo/Twh,1,1,0,745,NA,199900,12.2055725204885,6.61338421837956,0,none
Long Beach,Condo/Twh,1,1,0,745,NA,2E+05,12.2060726455302,6.61338421837956,0,none
Long Beach,Condo/Twh,1,1,0,751,NA,221000,12.3059179804999,6.62140565176413,0,none
Long Beach,Condo/Twh,1,1,0,752,NA,225900,12.3278477024561,6.62273632394984,0,none
Long Beach,Condo/Twh,1,1,0,772,NA,169000,12.0376539939052,6.64898455002478,0,none
Long Beach,Condo/Twh,1,1,0,779,NA,124900,11.7352686961137,6.65801104587075,0,none
Long Beach,Condo/Twh,1,1,0,787,NA,167000,12.0257490913989,6.6682282484174,0,none
Long Beach,Condo/Twh,1,1,0,792,NA,109000,11.5991031612113,6.67456139181443,0,none
Long Beach,Condo/Twh,1,1,0,811,NA,145000,11.8844890214027,6.69826805411541,0,none
Long Beach,Condo/Twh,1,1,0,839,NA,335000,12.7218858108072,6.73221070646721,0,none
Long Beach,Condo/Twh,1,1,0,864,NA,249000,12.4252081754468,6.76157276880406,0,none
Long Beach,Condo/Twh,1,1,0,981,NA,216000,12.2830336866663,6.88857245956536,0,none
Long Beach,Condo/Twh,1,1,0,1069,NA,330000,12.7068479334427,6.97447891102505,0,none
Long Beach,Condo/Twh,1,1,1,530,NA,175000,12.0725412529057,6.27287700654617,1,small
Long Beach,Condo/Twh,1,1,1,540,NA,165000,12.0137007528827,6.29156913955832,1,small
Long Beach,Condo/Twh,1,1,1,590,NA,236900,12.3753933901469,6.38012253689976,1,small
Long Beach,Condo/Twh,1,1,1,592,NA,175000,12.0725412529057,6.383506634884,1,small
Long Beach,Condo/Twh,1,1,1,597,NA,130000,11.7752897294377,6.3919171133926,1,small
Long Beach,Condo/Twh,1,1,1,597,NA,140000,11.8493977015914,6.3919171133926,1,small
Long Beach,Condo/Twh,1,1,1,597,NA,149900,11.9177236840907,6.3919171133926,1,small
Long Beach,Condo/Twh,1,1,1,597,NA,150000,11.9183905730784,6.3919171133926,1,small
Long Beach,Condo/Twh,1,1,1,600,NA,244900,12.4086052429403,6.39692965521615,1,small
Long Beach,Condo/Twh,1,1,1,600,NA,279900,12.5421876755035,6.39692965521615,1,small
Long Beach,Condo/Twh,1,1,1,600,NA,285000,12.5602444592508,6.39692965521615,1,small
Long Beach,Condo/Twh,1,1,1,600,NA,325000,12.6915804613119,6.39692965521615,1,small
Long Beach,Condo/Twh,1,1,1,607,NA,150000,11.9183905730784,6.4085287910595,1,small
Long Beach,Condo/Twh,1,1,1,613,NA,119000,11.6868787720937,6.41836493593621,1,small
Long Beach,Condo/Twh,1,1,1,632,NA,129000,11.7675676833438,6.44888939414686,1,small
Long Beach,Condo/Twh,1,1,1,660,NA,110000,11.6082356447746,6.49223983502047,1,small
Long Beach,Condo/Twh,1,1,1,660,NA,112900,11.6342577501378,6.49223983502047,1,small
Long Beach,Condo/Twh,1,1,1,661,NA,150000,11.9183905730784,6.49375383985169,1,small
Long Beach,Condo/Twh,1,1,1,672,NA,379995,12.8479133737213,6.51025834052315,1,small
Long Beach,Condo/Twh,1,1,1,680,NA,204900,12.230277334227,6.52209279817015,1,small
Long Beach,Condo/Twh,1,1,1,680,NA,235000,12.3673407931263,6.52209279817015,1,small
Long Beach,Condo/Twh,1,1,1,680,NA,239000,12.3842188309136,6.52209279817015,1,small
Long Beach,Condo/Twh,1,1,1,680,NA,249000,12.4252081754468,6.52209279817015,1,small
Long Beach,Condo/Twh,1,1,1,680,NA,249900,12.428816116823,6.52209279817015,1,small
Long Beach,Condo/Twh,1,1,1,680,NA,250000,12.4292161968444,6.52209279817015,1,small
Long Beach,Condo/Twh,1,1,1,681,NA,320000,12.6760762747759,6.52356230614951,1,small
Long Beach,Condo/Twh,1,1,1,683,NA,119000,11.6868787720937,6.52649485957079,1,small
Long Beach,Condo/Twh,1,1,1,686,NA,119500,11.6910716503537,6.53087762772588,1,small
Long Beach,Condo/Twh,1,1,1,686,NA,189000,12.1495022940418,6.53087762772588,1,small
Long Beach,Condo/Twh,1,1,1,687,NA,125000,11.7360690162844,6.53233429222235,1,small
Long Beach,Condo/Twh,1,1,1,693,NA,230000,12.3458345879053,6.5410299991899,1,small
Long Beach,Condo/Twh,1,1,1,693,NA,245000,12.4090134895269,6.5410299991899,1,small
Long Beach,Condo/Twh,1,1,1,698,NA,175000,12.0725412529057,6.54821910276237,1,small
Long Beach,Condo/Twh,1,1,1,703,NA,374000,12.8320110763967,6.55535689181067,1,small
Long Beach,Condo/Twh,1,1,1,707,NA,130000,11.7752897294377,6.56103066589657,1,small
Long Beach,Condo/Twh,1,1,1,719,NA,359000,12.7910776674704,6.57786135772105,1,small
Long Beach,Condo/Twh,1,1,1,732,NA,248900,12.4248064883557,6.59578051396131,1,small
Long Beach,Condo/Twh,1,1,1,739,NA,249500,12.4272141941737,6.6052979209482,1,small
Long Beach,Condo/Twh,1,1,1,741,NA,319990,12.6760450242876,6.60800062529609,1,small
Long Beach,Condo/Twh,1,1,1,754,NA,1E+05,11.5129254649702,6.62539236800796,1,small
Long Beach,Condo/Twh,1,1,1,789,NA,309000,12.6410965558799,6.67076632084587,1,small
Long Beach,Condo/Twh,1,1,1,792,NA,428900,12.968979070505,6.67456139181443,1,small
Long Beach,Condo/Twh,1,1,1,816,NA,224900,12.3234111379474,6.70441435496411,1,small
Long Beach,Condo/Twh,1,1,1,825,NA,230000,12.3458345879053,6.71538338633468,1,small
Long Beach,Condo/Twh,1,1,1,832,NA,125000,11.7360690162844,6.72383244082121,1,small
Long Beach,Condo/Twh,1,1,1,833,NA,189000,12.1495022940418,6.72503364216684,1,small
Long Beach,Condo/Twh,1,1,1,846,NA,325000,12.6915804613119,6.74051935960622,1,small
Long Beach,Condo/Twh,1,1,1,873,NA,224000,12.3194013308372,6.7719355558396,1,small
Long Beach,Condo/Twh,1,1,1,875,NA,229000,12.3414772825364,6.77422388635761,1,small
Long Beach,Condo/Twh,1,1,1,890,NA,150000,11.9183905730784,6.79122146272619,1,small
Long Beach,Condo/Twh,1,1,1,938,NA,249900,12.428816116823,6.84374994900622,1,small
Long Beach,Condo/Twh,1,1,1,1000,NA,345000,12.7512996960135,6.90775527898214,1,small
Long Beach,Condo/Twh,1,1,1,1020,NA,279900,12.5421876755035,6.92755790627832,1,small
Long Beach,Condo/Twh,1,1,1,1400,NA,299000,12.6081988523728,7.24422751560335,1,small
Long Beach,Condo/Twh,1,1,2,624,NA,109000,11.5991031612113,6.43615036836943,2,large
Long Beach,Condo/Twh,1,1,2,693,Y,240000,12.3883942023241,6.5410299991899,2,large
Long Beach,Condo/Twh,1,1,2,736,NA,458000,13.0346244630963,6.60123011872888,2,large
Long Beach,Condo/Twh,1,1,2,750,NA,480000,13.0815413828841,6.62007320653036,2,large
Long Beach,Condo/Twh,1,1,2,793,NA,119900,11.6944133410156,6.67582322163485,2,large
Long Beach,Condo/Twh,1,1,2,926,NA,269000,12.502466658584,6.83087423464618,2,large
Long Beach,Condo/Twh,1,1,2,926,NA,270000,12.5061772379805,6.83087423464618,2,large
Long Beach,Condo/Twh,1,1,2,926,NA,324000,12.6884987947745,6.83087423464618,2,large
Long Beach,Condo/Twh,1,1.5,0,1620,NA,399900,12.8989697948349,7.39018142822643,0,none
Long Beach,Condo/Twh,1,2,0,880,NA,279000,12.5389670608035,6.77992190747225,0,none
Long Beach,Condo/Twh,1,2,0,950,NA,240000,12.3883942023241,6.85646198459459,0,none
Long Beach,Condo/Twh,1,2,0,952,NA,250000,12.4292161968444,6.85856503479136,0,none
Long Beach,Condo/Twh,1,2,0,1017,NA,279000,12.5389670608035,6.92461239604856,0,none
Long Beach,Condo/Twh,1,2,0,1047,NA,309900,12.6440049437758,6.95368421087054,0,none
Long Beach,Condo/Twh,1,2,1,584,NA,110000,11.6082356447746,6.36990098282823,1,small
Long Beach,Condo/Twh,1,2,1,731,NA,222000,12.3104326608544,6.59441345974978,1,small
Long Beach,Condo/Twh,1,2,1,791,NA,275000,12.5245263766487,6.67329796776765,1,small
Long Beach,Condo/Twh,1,2,1,853,NA,139000,11.8422292121128,6.74875954749168,1,small
Long Beach,Condo/Twh,1,2,1,880,NA,299900,12.6112043647371,6.77992190747225,1,small
Long Beach,Condo/Twh,1,2,2,880,NA,309000,12.6410965558799,6.77992190747225,2,large
Long Beach,Condo/Twh,1,2,2,1044,NA,184900,12.1275704173752,6.95081476844258,2,large
Long Beach,Condo/Twh,1,3,0,1570,NA,325000,12.6915804613119,7.35883089834235,0,none
Long Beach,Condo/Twh,2,1,0,760,NA,199900,12.2055725204885,6.63331843328038,0,none
Long Beach,Condo/Twh,2,1,0,769,NA,199000,12.2010601037066,6.64509096950564,0,none
Long Beach,Condo/Twh,2,1,0,779,NA,250000,12.4292161968444,6.65801104587075,0,none
Long Beach,Condo/Twh,2,1,0,849,NA,185000,12.1281111040605,6.74405918631135,0,none
Long Beach,Condo/Twh,2,1,0,860,NA,159000,11.9766594812024,6.75693238924755,0,none
Long Beach,Condo/Twh,2,1,1,779,NA,109000,11.5991031612113,6.65801104587075,1,small
Long Beach,Condo/Twh,2,1,1,800,NA,119000,11.6868787720937,6.68461172766793,1,small
Long Beach,Condo/Twh,2,1,1,806,NA,179000,12.0951410848229,6.69208374250663,1,small
Long Beach,Condo/Twh,2,1,1,830,NA,174900,12.0719696610067,6.72142570079064,1,small
Long Beach,Condo/Twh,2,1,1,840,NA,350000,12.7656884334656,6.73340189183736,1,small
Long Beach,Condo/Twh,2,1,1,879,NA,205000,12.2307652581205,6.77878489768518,1,small
Long Beach,Condo/Twh,2,1,1,892,NA,150000,11.9183905730784,6.79346613258001,1,small
Long Beach,Condo/Twh,2,1,1,906,NA,195000,12.1807548375459,6.80903930604298,1,small
Long Beach,Condo/Twh,2,1,1,910,NA,297000,12.6014874177848,6.8134445995109,1,small
Long Beach,Condo/Twh,2,1,1,941,NA,285000,12.5602444592508,6.84694313958538,1,small
Long Beach,Condo/Twh,2,1,2,859,NA,199000,12.2010601037066,6.75576892198425,2,large
Long Beach,Condo/Twh,2,1,2,860,NA,225000,12.3238556811866,6.75693238924755,2,large
Long Beach,Condo/Twh,2,1,2,957,NA,348000,12.7599577587566,6.86380339145295,2,large
Long Beach,Condo/Twh,2,1,2,1291,NA,399000,12.896716695872,7.16317239084664,2,large
Long Beach,Condo/Twh,2,2,0,680,NA,106000,11.5711943730942,6.52209279817015,0,none
Long Beach,Condo/Twh,2,2,0,680,NA,129900,11.7745202026587,6.52209279817015,0,none
Long Beach,Condo/Twh,2,2,0,690,NA,120000,11.6952470217642,6.5366915975913,0,none
Long Beach,Condo/Twh,2,2,0,720,NA,137900,11.8342840637814,6.5792512120101,0,none
Long Beach,Condo/Twh,2,2,0,777,NA,134900,11.8122890421958,6.65544035036765,0,none
Long Beach,Condo/Twh,2,2,0,780,NA,149900,11.9177236840907,6.65929391968364,0,none
Long Beach,Condo/Twh,2,2,0,786,NA,174900,12.0719696610067,6.66695679242921,0,none
Long Beach,Condo/Twh,2,2,0,830,NA,144900,11.8837991283088,6.72142570079064,0,none
Long Beach,Condo/Twh,2,2,0,838,NA,225000,12.3238556811866,6.73101810048208,0,none
Long Beach,Condo/Twh,2,2,0,840,NA,161000,11.9891596439666,6.73340189183736,0,none
Long Beach,Condo/Twh,2,2,0,840,NA,169000,12.0376539939052,6.73340189183736,0,none
Long Beach,Condo/Twh,2,2,0,850,NA,139900,11.8486831606536,6.74523634948436,0,none
Long Beach,Condo/Twh,2,2,0,865,NA,350000,12.7656884334656,6.76272950693188,0,none
Long Beach,Condo/Twh,2,2,0,877,NA,125000,11.7360690162844,6.77650699237218,0,none
Long Beach,Condo/Twh,2,2,0,892,NA,179000,12.0951410848229,6.79346613258001,0,none
Long Beach,Condo/Twh,2,2,0,903,NA,169900,12.04296530766,6.80572255341699,0,none
Long Beach,Condo/Twh,2,2,0,920,NA,129000,11.7675676833438,6.82437367004309,0,none
Long Beach,Condo/Twh,2,2,0,920,NA,135000,11.8130300574206,6.82437367004309,0,none
Long Beach,Condo/Twh,2,2,0,940,NA,159000,11.9766594812024,6.84587987526405,0,none
Long Beach,Condo/Twh,2,2,0,960,NA,129000,11.7675676833438,6.86693328446188,0,none
Long Beach,Condo/Twh,2,2,0,990,NA,169000,12.0376539939052,6.89770494312864,0,none
Long Beach,Condo/Twh,2,2,0,1020,NA,160000,11.982929094216,6.92755790627832,0,none
Long Beach,Condo/Twh,2,2,0,1047,NA,334900,12.7215872587823,6.95368421087054,0,none
Long Beach,Condo/Twh,2,2,0,1080,NA,329000,12.7038130297475,6.98471632011827,0,none
Long Beach,Condo/Twh,2,2,0,1080,NA,729000,13.4994290109908,6.98471632011827,0,none
Long Beach,Condo/Twh,2,2,0,1146,NA,175000,12.0725412529057,7.04403289727469,0,none
Long Beach,Condo/Twh,2,2,0,1171,NA,249900,12.428816116823,7.06561336359772,0,none
Long Beach,Condo/Twh,2,2,0,1184,NA,279900,12.5421876755035,7.07665381544395,0,none
Long Beach,Condo/Twh,2,2,0,1198,NA,223100,12.3153753804206,7.0884087786754,0,none
Long Beach,Condo/Twh,2,2,0,1251,NA,231900,12.3540615232436,7.13169851046691,0,none
Long Beach,Condo/Twh,2,2,0,1253,NA,315000,12.6603279178078,7.13329595489607,0,none
Long Beach,Condo/Twh,2,2,0,1264,NA,1150000,13.9552725003394,7.1420365747068,0,none
Long Beach,Condo/Twh,2,2,0,1340,NA,5E+05,13.1223633774043,7.20042489294496,0,none
Long Beach,Condo/Twh,2,2,0,1590,NA,699000,13.4574060212159,7.37148929521428,0,none
Long Beach,Condo/Twh,2,2,1,750,NA,219900,12.3009281765429,6.62007320653036,1,small
Long Beach,Condo/Twh,2,2,1,751,NA,145000,11.8844890214027,6.62140565176413,1,small
Long Beach,Condo/Twh,2,2,1,751,NA,147900,11.9042916486989,6.62140565176413,1,small
Long Beach,Condo/Twh,2,2,1,782,NA,130000,11.7752897294377,6.66185474054531,1,small
Long Beach,Condo/Twh,2,2,1,794,NA,275000,12.5245263766487,6.67708346124714,1,small
Long Beach,Condo/Twh,2,2,1,800,NA,175000,12.0725412529057,6.68461172766793,1,small
Long Beach,Condo/Twh,2,2,1,827,NA,119900,11.6944133410156,6.71780469502369,1,small
Long Beach,Condo/Twh,2,2,1,830,NA,239000,12.3842188309136,6.72142570079064,1,small
Long Beach,Condo/Twh,2,2,1,842,NA,120000,11.6952470217642,6.73578001424233,1,small
Long Beach,Condo/Twh,2,2,1,856,NA,210000,12.2548628096996,6.75227037614174,1,small
Long Beach,Condo/Twh,2,2,1,880,NA,139000,11.8422292121128,6.77992190747225,1,small
Long Beach,Condo/Twh,2,2,1,898,NA,154900,11.950535026405,6.8001700683022,1,small
Long Beach,Condo/Twh,2,2,1,909,NA,109000,11.5991031612113,6.81234509417748,1,small
Long Beach,Condo/Twh,2,2,1,909,NA,289000,12.5741819670946,6.81234509417748,1,small
Long Beach,Condo/Twh,2,2,1,913,NA,220000,12.3013828253345,6.81673588059497,1,small
Long Beach,Condo/Twh,2,2,1,920,NA,219182,12.2976577138959,6.82437367004309,1,small
Long Beach,Condo/Twh,2,2,1,923,NA,194900,12.1802418854957,6.82762923450285,1,small
Long Beach,Condo/Twh,2,2,1,937,NA,169000,12.0376539939052,6.84268328223842,1,small
Long Beach,Condo/Twh,2,2,1,942,NA,110000,11.6082356447746,6.84800527457636,1,small
Long Beach,Condo/Twh,2,2,1,954,NA,250000,12.4292161968444,6.86066367144829,1,small
Long Beach,Condo/Twh,2,2,1,954,NA,349000,12.7628272011846,6.86066367144829,1,small
Long Beach,Condo/Twh,2,2,1,956,NA,182000,12.1117619660589,6.8627579130514,1,small
Long Beach,Condo/Twh,2,2,1,960,NA,399900,12.8989697948349,6.86693328446188,1,small
Long Beach,Condo/Twh,2,2,1,961,NA,379990,12.8479002155668,6.86797440897029,1,small
Long Beach,Condo/Twh,2,2,1,982,NA,175000,12.0725412529057,6.88959130835447,1,small
Long Beach,Condo/Twh,2,2,1,990,NA,359000,12.7910776674704,6.89770494312864,1,small
Long Beach,Condo/Twh,2,2,1,1010,NA,159900,11.982303898822,6.9177056098353,1,small
Long Beach,Condo/Twh,2,2,1,1014,NA,155000,11.9511803959014,6.92165818415113,1,small
Long Beach,Condo/Twh,2,2,1,1016,NA,185000,12.1281111040605,6.92362862813843,1,small
Long Beach,Condo/Twh,2,2,1,1018,NA,395000,12.8866410438833,6.92559519711047,1,small
Long Beach,Condo/Twh,2,2,1,1035,NA,529900,13.1804435884809,6.94215670569947,1,small
Long Beach,Condo/Twh,2,2,1,1040,NA,599000,13.3030168770976,6.94697599213542,1,small
Long Beach,Condo/Twh,2,2,1,1045,NA,260000,12.4684369099977,6.95177216439891,1,small
Long Beach,Condo/Twh,2,2,1,1060,NA,549000,13.2158537204917,6.96602418710611,1,small
Long Beach,Condo/Twh,2,2,1,1074,NA,280000,12.5425448821514,6.97914527506881,1,small
Long Beach,Condo/Twh,2,2,1,1076,NA,309000,12.6410965558799,6.98100574072173,1,small
Long Beach,Condo/Twh,2,2,1,1080,NA,279000,12.5389670608035,6.98471632011827,1,small
Long Beach,Condo/Twh,2,2,1,1080,NA,648800,13.3828797817833,6.98471632011827,1,small
Long Beach,Condo/Twh,2,2,1,1081,NA,290000,12.5776362019627,6.98564181763921,1,small
Long Beach,Condo/Twh,2,2,1,1116,NA,580000,13.2707833825226,7.01750614294126,1,small
Long Beach,Condo/Twh,2,2,1,1156,NA,299000,12.6081988523728,7.05272104923232,1,small
Long Beach,Condo/Twh,2,2,1,1158,NA,435000,12.9831013100708,7.05444965813294,1,small
Long Beach,Condo/Twh,2,2,1,1178,NA,309900,12.6440049437758,7.07157336421153,1,small
Long Beach,Condo/Twh,2,2,1,1192,NA,225000,12.3238556811866,7.0833878476253,1,small
Long Beach,Condo/Twh,2,2,1,1274,NA,449000,13.0147781667244,7.14991683613211,1,small
Long Beach,Condo/Twh,2,2,1,1300,NA,895000,13.704578997257,7.17011954344963,1,small
Long Beach,Condo/Twh,2,2,1,1325,NA,389700,12.8731324913268,7.18916773842032,1,small
Long Beach,Condo/Twh,2,2,1,1360,NA,379000,12.8452914840646,7.2152399787301,1,small
Long Beach,Condo/Twh,2,2,1,1410,NA,385000,12.8609986132699,7.25134498337221,1,small
Long Beach,Condo/Twh,2,2,1,1413,NA,769000,13.5528462484878,7.25347038268453,1,small
Long Beach,Condo/Twh,2,2,1,1510,NA,469000,13.0583580474284,7.31986492980897,1,small
Long Beach,Condo/Twh,2,2,1,1510,NA,555000,13.2267233927286,7.31986492980897,1,small
Long Beach,Condo/Twh,2,2,1,1510,NA,559000,13.2339047521372,7.31986492980897,1,small
Long Beach,Condo/Twh,2,2,2,680,NA,120000,11.6952470217642,6.52209279817015,2,large
Long Beach,Condo/Twh,2,2,2,680,NA,124900,11.7352686961137,6.52209279817015,2,large
Long Beach,Condo/Twh,2,2,2,680,NA,125000,11.7360690162844,6.52209279817015,2,large
Long Beach,Condo/Twh,2,2,2,784,NA,199000,12.2010601037066,6.66440902035041,2,large
Long Beach,Condo/Twh,2,2,2,820,NA,1E+05,11.5129254649702,6.7093043402583,2,large
Long Beach,Condo/Twh,2,2,2,820,NA,165000,12.0137007528827,6.7093043402583,2,large
Long Beach,Condo/Twh,2,2,2,827,NA,129900,11.7745202026587,6.71780469502369,2,large
Long Beach,Condo/Twh,2,2,2,834,NA,199000,12.2010601037066,6.72623340235875,2,large
Long Beach,Condo/Twh,2,2,2,840,NA,160000,11.982929094216,6.73340189183736,2,large
Long Beach,Condo/Twh,2,2,2,840,NA,170000,12.0435537160324,6.73340189183736,2,large
Long Beach,Condo/Twh,2,2,2,860,NA,139900,11.8486831606536,6.75693238924755,2,large
Long Beach,Condo/Twh,2,2,2,860,NA,209900,12.2543865058087,6.75693238924755,2,large
Long Beach,Condo/Twh,2,2,2,869,NA,2E+05,12.2060726455302,6.76734312526539,2,large
Long Beach,Condo/Twh,2,2,2,880,NA,275000,12.5245263766487,6.77992190747225,2,large
Long Beach,Condo/Twh,2,2,2,888,NA,235128,12.3678853256926,6.78897174299217,2,large
Long Beach,Condo/Twh,2,2,2,892,NA,180000,12.1007121298723,6.79346613258001,2,large
Long Beach,Condo/Twh,2,2,2,898,NA,160000,11.982929094216,6.8001700683022,2,large
Long Beach,Condo/Twh,2,2,2,902,NA,175000,12.0725412529057,6.80461452006262,2,large
Long Beach,Condo/Twh,2,2,2,904,NA,185000,12.1281111040605,6.80682936039218,2,large
Long Beach,Condo/Twh,2,2,2,906,NA,189000,12.1495022940418,6.80903930604298,2,large
Long Beach,Condo/Twh,2,2,2,910,NA,137900,11.8342840637814,6.8134445995109,2,large
Long Beach,Condo/Twh,2,2,2,913,NA,159000,11.9766594812024,6.81673588059497,2,large
Long Beach,Condo/Twh,2,2,2,913,NA,2E+05,12.2060726455302,6.81673588059497,2,large
Long Beach,Condo/Twh,2,2,2,920,NA,185000,12.1281111040605,6.82437367004309,2,large
Long Beach,Condo/Twh,2,2,2,920,NA,255000,12.4490188241406,6.82437367004309,2,large
Long Beach,Condo/Twh,2,2,2,930,NA,156800,11.9627263868984,6.8351845861473,2,large
Long Beach,Condo/Twh,2,2,2,930,NA,169000,12.0376539939052,6.8351845861473,2,large
Long Beach,Condo/Twh,2,2,2,930,NA,225000,12.3238556811866,6.8351845861473,2,large
